Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
10754,강병의,1992년 01월 02일,우투우타,영도초-신월중-충암고,11 LG 6라운드 47순위,1시즌,1B,8,-0.05,-0.09,3,3,3,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.000,72.0,-0.15
10756,정병곤,1988년 03월 23일,우투우타,내당초-삼성-경복중-경북고-단국대,11 LG 9라운드 66순위,5시즌,2B,165,-0.88,0.87,220,213,197,36,39,2,1,2,49,20,1,0,9,5,0,52,8,7,2,0.198,0.249,0.249,0.498,0.169,21.8,-0.01
10758,황선일,1987년 02월 17일,좌투좌타,군산신풍초-군산중-군산상고,06 LG 2차 4라운드 27순위,6시즌,CF,72,-0.70,0.21,134,133,119,9,21,6,1,0,29,11,1,0,9,4,0,30,2,1,1,0.176,0.256,0.244,0.500,0.068,22.8,-0.50
10763,신현철,1987년 11월 02일,우투우타,대일초-평촌중-유신고,06 현대 2차 5라운드 40순위,5시즌,3B,125,-0.09,-0.35,149,147,133,18,31,7,0,1,41,8,1,0,12,2,0,40,4,2,0,0.233,0.306,0.308,0.614,0.122,53.1,-0.44
10764,김도현,1992년 10월 23일,우투우타,광주서석초-광주동성중-진흥고,11 넥센 7라운드 51순위,4시즌,RF,15,-0.21,-0.04,31,30,27,0,5,0,0,0,5,1,0,1,2,1,0,10,2,1,0,0.185,0.267,0.185,0.452,0.000,23.5,-0.25
10765,이승주,1984년 04월 13일,우투좌타,서울청구초-중앙중-화순고,04 현대 2차 3라운드 21순위,2시즌,LF,12,-0.21,0.03,20,20,18,1,2,0,0,0,2,0,0,0,2,0,0,7,0,0,0,0.111,0.200,0.111,0.311,0.050,-29.2,-0.18
10772,정범모,1987년 03월 26일,우투우타,내덕초-청주중-청주기공고-영남사이버대,06 한화 2차 3라운드 18순위,13시즌,C,485,-1.42,-0.02,1082,1041,943,85,196,47,0,19,300,96,13,10,80,10,0,262,22,40,8,0.208,0.275,0.318,0.593,0.082,47.1,-1.44
10776,조평호,1985년 08월 07일,우투우타,덕성초-안산-안산중앙중-부천고,04 현대 2차 7라운드 51순위,9시즌,1B,118,-0.32,-0.75,206,203,184,25,41,11,0,4,64,16,1,1,17,2,1,56,7,2,1,0.223,0.294,0.348,0.642,0.123,64.2,-1.06
10777,김민하,1989년 02월 25일,우투우타,승학초-대신중-경남고-중앙대,11 롯데 육성선수,8시즌,LF,370,-0.38,2.04,765,754,668,101,160,35,1,11,230,75,27,13,60,22,0,218,21,11,4,0.240,0.321,0.344,0.665,0.134,73.5,1.66
10796,송산,1982년 07월 02일,우투우타,수영초-대천중-부경고-단국대,01 해태 2차 5라운드 38순위,5시즌,C,247,-0.44,0.03,473,458,423,37,95,12,0,7,128,55,5,5,29,5,0,97,16,15,1,0.225,0.282,0.303,0.585,0.081,56.6,-0.41
10798,이윤재,1989년 01월 02일,우투우타,흥무초-경주중-경주고-경남대,11 SK 7라운드 55순위,1시즌,C,1,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.02
10800,한성구,1988년 09월 14일,우투우타,-,,1시즌,C,17,0.47,0.13,33,32,30,1,11,4,0,0,15,4,0,0,2,0,0,7,0,1,0,0.367,0.406,0.500,0.906,0.031,184.7,0.60
10803,박계현,1992년 03월 08일,우투좌타,광주대성초-전라중-군산상고,11 SK 6라운드 42순위,2시즌,3B,159,-0.40,0.17,446,429,393,50,105,11,0,0,116,34,17,11,28,4,0,69,3,17,4,0.267,0.319,0.295,0.614,0.117,54.5,-0.23
10804,박승욱,1992년 12월 04일,우투좌타,칠성초-경복중-상원고,12 SK 3라운드 31순위,12시즌,SS,798,4.67,-2.37,1901,1852,1653,246,414,64,15,18,562,163,45,20,166,28,3,505,21,47,7,0.250,0.328,0.340,0.668,0.133,78.6,2.30
10806,박인성,1990년 03월 23일,우투우타,둔촌초-휘문중-휘문고-사이버대,12 SK 육성선수,1시즌,SS,2,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.2,-0.03
10807,정규창,1989년 06월 29일,우투우타,부산동래마린스-대동중-경남고-동아대,12 SK 육성선수,1시즌,3B,2,-0.11,-0.05,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-138.5,-0.16
10808,최정민,1989년 06월 02일,우투좌타,배영초-마산중-마산고-동아대,12 SK 5라운드 49순위,8시즌,2B,230,0.83,-0.60,332,321,290,67,85,7,1,2,100,23,12,10,21,9,0,85,4,11,1,0.293,0.358,0.345,0.703,0.209,83.2,0.23
10810,최항,1994년 01월 03일,우투좌타,대일초-매송중-유신고,12 SK 8라운드 70순위,9시즌,3B,384,2.54,0.16,963,955,842,111,226,34,3,11,299,107,6,4,89,18,2,208,16,7,7,0.268,0.348,0.355,0.703,0.116,87.1,2.69
10815,한유섬,1989년 08월 09일,우투좌타,중앙초-해운대-대천중-경남고-경성대,12 SK 9라운드 85순위,13시즌,RF,1244,23.62,-2.52,4712,4684,4061,581,1088,221,11,212,1967,755,16,11,467,133,27,1070,69,10,41,0.268,0.359,0.484,0.843,0.124,119.9,21.09
10816,윤해진,1989년 02월 25일,우투우타,대연초-부산중-개성고-경성대,12 KIA 10라운드 90순위,6시즌,SS,184,-0.88,0.16,238,231,214,37,45,4,0,2,55,14,8,5,11,4,0,52,3,7,2,0.210,0.260,0.257,0.517,0.160,29.8,-0.72
10819,황정립,1989년 12월 14일,우투좌타,서울학동초-경원중-배명고-고려대,12 KIA 8라운드 74순위,2시즌,1B,39,0.51,-0.20,114,114,92,12,18,2,0,2,26,13,0,0,20,2,0,28,2,0,0,0.196,0.351,0.283,0.634,0.105,95.1,0.32
10834,김사훈,1987년 06월 18일,우투우타,감천초-대신중-부산고-한민대,11 롯데 육성선수,7시즌,C,173,-0.74,-0.26,258,244,226,15,48,9,0,0,57,22,1,0,14,3,0,65,4,14,1,0.212,0.266,0.252,0.518,0.062,27.7,-0.99
10835,김준태,1994년 07월 31일,우투좌타,양정초-개성중-경남고-영남사이버대,12 롯데 육성선수,10시즌,C,520,4.44,-1.09,1241,1229,1046,122,241,45,4,18,348,136,5,2,170,5,2,298,17,11,9,0.230,0.338,0.333,0.671,0.099,81.5,3.35
10836,윤수강,1990년 02월 22일,우투우타,중앙초-충장중-광주제일고-성균관대,12 롯데 9라운드 82순위,5시즌,C,67,-0.28,-0.34,95,94,89,8,17,7,0,1,27,8,0,0,5,0,0,30,2,1,0,0.191,0.234,0.303,0.537,0.085,27.6,-0.62
10837,김상호,1989년 05월 10일,우투우타,서울청구초-홍은중-장충고-고려대,12 롯데 7라운드 64순위,4시즌,DH,227,-0.53,-0.27,594,591,523,52,140,26,1,7,189,66,3,4,57,6,3,122,15,2,6,0.268,0.343,0.361,0.704,0.088,75.1,-0.80
10840,신본기,1989년 03월 21일,우투우타,감천초-경남중-경남고-동아대,12 롯데 2라운드 14순위,12시즌,SS,1000,3.08,1.88,2549,2481,2193,294,541,86,2,31,724,260,21,20,209,62,5,473,57,63,22,0.247,0.327,0.330,0.657,0.119,71.3,4.96
10852,차화준,1986년 03월 20일,우투좌타,동천초-경주중-경주고,05 현대 2차 1라운드 8순위,6시즌,2B,220,-0.38,0.82,366,355,324,46,73,12,3,1,94,16,9,5,22,6,0,81,5,11,3,0.225,0.285,0.290,0.575,0.130,54.2,0.44
10854,조윤준,1989년 08월 30일,우투우타,대전신흥초-중앙대-한밭중-북일고,12 LG 1라운드 3순위,6시즌,C,80,-1.01,-0.27,140,135,130,10,26,1,1,0,29,17,0,0,3,1,0,32,5,5,1,0.200,0.222,0.223,0.445,0.074,4.4,-1.28
10855,서건창,1989년 08월 22일,우투좌타,송정초-충장중-광주제일고,08 LG 신고선수,15시즌,2B,1360,31.40,2.19,5607,5534,4822,854,1431,274,57,41,1942,519,233,81,604,65,7,569,73,67,49,0.297,0.379,0.403,0.782,0.154,112.4,33.59
10859,서상우,1989년 09월 17일,우투좌타,구리초-구리인창중-유신고-건국대,12 LG 9라운드 80순위,6시즌,DH,194,1.83,-0.30,443,440,382,63,108,14,0,13,161,51,7,2,52,6,2,107,6,1,2,0.283,0.376,0.421,0.797,0.143,112.1,1.52
